CD_GEOCODD,NM_UF,NM_LOCALID,LONG,LAT,ALT,WMO,UF,REGIAO
110001505,RONDÔNIA,ALTA FLORESTA D'OESTE,-61.999824,-11.935540,337,SIM_000000,RO,N
110002305,RONDÔNIA,ARIQUEMES,-63.033269,-9.908463,138,SIM_000001,RO,N
110003105,RONDÔNIA,CABIXI,-60.544314,-13.499763,236,SIM_000002,RO,N
110004905,RONDÔNIA,CACOAL,-61.442944,-11.433865,177,SIM_000003,RO,N
110005605,RONDÔNIA,CEREJEIRAS,-60.818426,-13.195033,262,SIM_000004,RO,N
110006405,RONDÔNIA,COLORADO DO OESTE,-60.555067,-13.130564,419,SIM_000005,RO,N
110007205,RONDÔNIA,CORUMBIARA,-60.948701,-12.997520,269,SIM_000006,RO,N
110008005,RONDÔNIA,COSTA MARQUES,-64.231654,-12.436014,145,SIM_000007,RO,N
110009805,RONDÔNIA,ESPIGÃO D'OESTE,-61.020173,-11.528555,262,SIM_000008,RO,N
110010605,RONDÔNIA,GUAJARÁ-MIRIM,-65.323952,-10.773884,133,SIM_000009,RO,N
110011405,RONDÔNIA,JARU,-62.476231,-10.435949,162,SIM_000010,RO,N
110012205,RONDÔNIA,JI-PARANÁ,-61.945095,-10.882051,157,SIM_000011,RO,N
110013005,RONDÔNIA,MACHADINHO D'OESTE,-61.999593,-9.425562,144,SIM_000012,RO,N
110014805,RONDÔNIA,NOVA BRASILÂNDIA D'OESTE,-62.308230,-11.721325,259,SIM_000013,RO,N
110015505,RONDÔNIA,OURO PRETO DO OESTE,-62.261055,-10.723574,252,SIM_000014,RO,N
110018905,RONDÔNIA,PIMENTA BUENO,-61.183666,-11.677537,186,SIM_000015,RO,N
110020505,RONDÔNIA,PORTO VELHO,-63.831446,-8.768892,86,SIM_000016,RO,N
110025405,RONDÔNIA,PRESIDENTE MÉDICI,-61.909439,-11.173205,178,SIM_000017,RO,N
110026205,RONDÔNIA,RIO CRESPO,-62.900010,-9.705537,124,SIM_000018,RO,N
110028805,RONDÔNIA,ROLIM DE MOURA,-61.785781,-11.722259,226,SIM_000019,RO,N
110029605,RONDÔNIA,SANTA LUZIA D'OESTE,-61.773305,-11.908423,265,SIM_000020,RO,N
110030405,RONDÔNIA,VILHENA,-60.138584,-12.741373,595,SIM_000021,RO,N
110032005,RONDÔNIA,SÃO MIGUEL DO GUAPORÉ,-62.720063,-11.699490,191,SIM_000022,RO,N
110033805,RONDÔNIA,NOVA MAMORÉ,-65.329149,-10.411771,150,SIM_000023,RO,N
110034605,RONDÔNIA,ALVORADA D'OESTE,-62.277275,-11.344130,182,SIM_000024,RO,N
110037905,RONDÔNIA,ALTO ALEGRE DOS PARECIS,-61.853077,-12.131777,396,SIM_000025,RO,N
110040305,RONDÔNIA,ALTO PARAÍSO,-63.317629,-9.716667,128,SIM_000026,RO,N
110045205,RONDÔNIA,BURITIS,-63.829679,-10.209805,153,SIM_000027,RO,N
110050205,RONDÔNIA,NOVO HORIZONTE DO OESTE,-61.994388,-11.709743,229,SIM_000028,RO,N
110060105,RONDÔNIA,CACAULÂNDIA,-62.903190,-10.338873,161,SIM_000029,RO,N
110070005,RONDÔNIA,CAMPO NOVO DE RONDÔNIA,-63.624991,-10.568416,206,SIM_000030,RO,N
110080905,RONDÔNIA,CANDEIAS DO JAMARI,-63.700020,-8.785021,84,SIM_000031,RO,N
110090805,RONDÔNIA,CASTANHEIRAS,-61.949161,-11.426842,214,SIM_000032,RO,N
110092405,RONDÔNIA,CHUPINGUAIA,-60.901848,-12.556841,340,SIM_000033,RO,N
110094005,RONDÔNIA,CUJUBIM,-62.587175,-9.378193,110,SIM_000034,RO,N
110100505,RONDÔNIA,GOVERNADOR JORGE TEIXEIRA,-62.740458,-10.612072,201,SIM_000035,RO,N
110110405,RONDÔNIA,ITAPUÃ DO OESTE,-63.182337,-9.191872,98,SIM_000036,RO,N
110120305,RONDÔNIA,MINISTRO ANDREAZZA,-61.518922,-11.196238,266,SIM_000037,RO,N
110130205,RONDÔNIA,MIRANTE DA SERRA,-62.669427,-11.045609,211,SIM_000038,RO,N
110140105,RONDÔNIA,MONTE NEGRO,-63.295559,-10.263098,155,SIM_000039,RO,N
110143505,RONDÔNIA,NOVA UNIÃO,-62.555089,-10.915532,241,SIM_000040,RO,N
110145005,RONDÔNIA,PARECIS,-61.597998,-12.179827,296,SIM_000041,RO,N
110146805,RONDÔNIA,PIMENTEIRAS DO OESTE,-61.044379,-13.476562,170,SIM_000042,RO,N
110147605,RONDÔNIA,PRIMAVERA DE RONDÔNIA,-61.316546,-11.825707,244,SIM_000043,RO,N
110148405,RONDÔNIA,SÃO FELIPE D'OESTE,-61.512508,-11.914389,269,SIM_000044,RO,N
110149205,RONDÔNIA,SÃO FRANCISCO DO GUAPORÉ,-63.570865,-12.063798,165,SIM_000045,RO,N
110150005,RONDÔNIA,SERINGUEIRAS,-63.038761,-11.767117,185,SIM_000046,RO,N
110155905,RONDÔNIA,TEIXEIRÓPOLIS,-62.255922,-10.932169,191,SIM_000047,RO,N
110160905,RONDÔNIA,THEOBROMA,-62.345146,-10.248731,191,SIM_000048,RO,N
110170805,RONDÔNIA,URUPÁ,-62.370632,-11.128545,197,SIM_000049,RO,N
110175705,RONDÔNIA,VALE DO ANARI,-62.176823,-9.851393,157,SIM_000050,RO,N
110180705,RONDÔNIA,VALE DO PARAÍSO,-62.134390,-10.431053,153,SIM_000051,RO,N
120001305,ACRE,ACRELÂNDIA,-67.052317,-10.073794,205,SIM_000052,AC,N
120005405,ACRE,ASSIS BRASIL,-69.563459,-10.942866,234,SIM_000053,AC,N
120010405,ACRE,BRASILÉIA,-68.747943,-11.016411,188,SIM_000054,AC,N
120013805,ACRE,BUJARI,-67.951859,-9.820020,198,SIM_000055,AC,N
120017905,ACRE,CAPIXABA,-67.673508,-10.569768,212,SIM_000056,AC,N
120020305,ACRE,CRUZEIRO DO SUL,-72.672531,-7.630690,183,SIM_000057,AC,N
120025205,ACRE,EPITACIOLÂNDIA,-68.744868,-11.028240,206,SIM_000058,AC,N
120030205,ACRE,FEIJÓ,-70.353984,-8.160248,159,SIM_000059,AC,N
120032805,ACRE,JORDÃO,-71.950875,-9.193358,264,SIM_000060,AC,N
120033605,ACRE,MÂNCIO LIMA,-72.916501,-7.593223,187,SIM_000061,AC,N
120034405,ACRE,MANOEL URBANO,-69.259945,-8.836318,162,SIM_000062,AC,N
120035105,ACRE,MARECHAL THAUMATURGO,-72.790266,-8.953591,214,SIM_000063,AC,N
120038505,ACRE,PLÁCIDO DE CASTRO,-67.188260,-10.335133,129,SIM_000064,AC,N
120039305,ACRE,PORTO WALTER,-72.742334,-8.266666,201,SIM_000065,AC,N
120040105,ACRE,RIO BRANCO,-67.810529,-9.978299,137,SIM_000066,AC,N
120042705,ACRE,RODRIGUES ALVES,-72.647855,-7.733602,189,SIM_000067,AC,N
120043505,ACRE,SANTA ROSA DO PURUS,-70.486497,-9.443407,216,SIM_000068,AC,N
120045005,ACRE,SENADOR GUIOMARD,-67.743172,-10.148174,207,SIM_000069,AC,N
120050005,ACRE,SENA MADUREIRA,-68.655684,-9.065340,132,SIM_000070,AC,N
120060905,ACRE,TARAUACÁ,-70.755501,-8.155669,172,SIM_000071,AC,N
120070805,ACRE,XAPURI,-68.506295,-10.652072,173,SIM_000072,AC,N
120080705,ACRE,PORTO ACRE,-67.540590,-9.600858,134,SIM_000073,AC,N
130002905,AMAZONAS,ALVARÃES,-64.813535,-3.216584,46,SIM_000074,AM,N
130006005,AMAZONAS,AMATURÁ,-68.209615,-3.366805,73,SIM_000075,AM,N
130008605,AMAZONAS,ANAMÃ,-61.405903,-3.576370,21,SIM_000076,AM,N
130010205,AMAZONAS,ANORI,-61.658955,-3.745386,20,SIM_000077,AM,N
130014405,AMAZONAS,APUÍ,-59.885666,-7.197870,132,SIM_000078,AM,N
130020105,AMAZONAS,ATALAIA DO NORTE,-70.187989,-4.366157,76,SIM_000079,AM,N
130030005,AMAZONAS,AUTAZES,-59.133567,-3.578664,20,SIM_000080,AM,N
130040905,AMAZONAS,BARCELOS,-62.925670,-0.972801,35,SIM_000081,AM,N
130050805,AMAZONAS,BARREIRINHA,-57.067750,-2.798150,11,SIM_000082,AM,N
130060705,AMAZONAS,BENJAMIN CONSTANT,-70.027348,-4.374989,69,SIM_000083,AM,N
130063105,AMAZONAS,BERURI,-61.371571,-3.894513,22,SIM_000084,AM,N
130068005,AMAZONAS,BOA VISTA DO RAMOS,-57.587707,-2.971727,23,SIM_000085,AM,N
130070605,AMAZONAS,BOCA DO ACRE,-67.399578,-8.751243,106,SIM_000086,AM,N
130080505,AMAZONAS,BORBA,-59.594559,-4.390620,29,SIM_000087,AM,N
130083905,AMAZONAS,CAAPIRANGA,-61.211334,-3.330093,20,SIM_000088,AM,N
130090405,AMAZONAS,CANUTAMA,-64.394231,-6.529106,52,SIM_000089,AM,N
130100105,AMAZONAS,CARAUARI,-66.896635,-4.881666,66,SIM_000090,AM,N
130110005,AMAZONAS,CAREIRO,-60.363810,-3.822447,25,SIM_000091,AM,N
130115905,AMAZONAS,CAREIRO DA VÁRZEA,-59.826314,-3.197397,19,SIM_000092,AM,N
130120905,AMAZONAS,COARI,-63.142184,-4.084219,37,SIM_000093,AM,N
130130805,AMAZONAS,CODAJÁS,-62.063430,-3.843046,28,SIM_000094,AM,N
130140705,AMAZONAS,EIRUNEPÉ,-69.866290,-6.667353,122,SIM_000095,AM,N
130150605,AMAZONAS,ENVIRA,-70.030413,-7.439818,137,SIM_000096,AM,N
130160505,AMAZONAS,FONTE BOA,-66.096503,-2.512271,58,SIM_000097,AM,N
130165405,AMAZONAS,GUAJARÁ,-72.582431,-7.547774,182,SIM_000098,AM,N
130170405,AMAZONAS,HUMAITÁ,-63.026698,-7.512225,55,SIM_000099,AM,N
130180305,AMAZONAS,IPIXUNA,-71.694418,-7.050980,156,SIM_000100,AM,N
130185205,AMAZONAS,IRANDUBA,-60.193388,-3.281054,43,SIM_000101,AM,N
130190205,AMAZONAS,ITACOATIARA,-58.440175,-3.140379,21,SIM_000102,AM,N
130195105,AMAZONAS,ITAMARATI,-68.247917,-6.437799,112,SIM_000103,AM,N
130200905,AMAZONAS,ITAPIRANGA,-58.034546,-2.741843,69,SIM_000104,AM,N
130210805,AMAZONAS,JAPURÁ,-66.996903,-1.880845,69,SIM_000105,AM,N
130220705,AMAZONAS,JURUÁ,-66.063042,-3.474890,64,SIM_000106,AM,N
130230605,AMAZONAS,JUTAÍ,-66.771328,-2.744646,62,SIM_000107,AM,N
130240505,AMAZONAS,LÁBREA,-64.794773,-7.261947,57,SIM_000108,AM,N
130250405,AMAZONAS,MANACAPURU,-60.620589,-3.298278,26,SIM_000109,AM,N
130255305,AMAZONAS,MANAQUIRI,-60.458881,-3.429080,29,SIM_000110,AM,N
130260305,AMAZONAS,MANAUS,-60.023335,-3.134691,34,SIM_000111,AM,N
130270205,AMAZONAS,MANICORÉ,-61.299248,-5.813205,44,SIM_000112,AM,N
130280105,AMAZONAS,MARAÃ,-65.574284,-1.866437,47,SIM_000113,AM,N
130290005,AMAZONAS,MAUÉS,-57.715034,-3.386428,24,SIM_000114,AM,N
130300705,AMAZONAS,NHAMUNDÁ,-56.716770,-2.188984,1,SIM_000115,AM,N
130310605,AMAZONAS,NOVA OLINDA DO NORTE,-59.093074,-3.887593,12,SIM_000116,AM,N
130320505,AMAZONAS,NOVO AIRÃO,-60.948811,-2.623432,21,SIM_000117,AM,N
130330405,AMAZONAS,NOVO ARIPUANÃ,-60.377046,-5.122669,29,SIM_000118,AM,N
130340305,AMAZONAS,PARINTINS,-56.736292,-2.627053,17,SIM_000119,AM,N
130350205,AMAZONAS,PAUINI,-67.002097,-7.714044,118,SIM_000120,AM,N
130353605,AMAZONAS,PRESIDENTE FIGUEIREDO,-60.025647,-2.058429,58,SIM_000121,AM,N
130356905,AMAZONAS,RIO PRETO DA EVA,-59.704738,-2.693302,34,SIM_000122,AM,N
130360105,AMAZONAS,SANTA ISABEL DO RIO NEGRO,-65.020023,-0.416695,34,SIM_000123,AM,N
130370005,AMAZONAS,SANTO ANTÔNIO DO IÇÁ,-67.946485,-3.107486,67,SIM_000124,AM,N
130380905,AMAZONAS,SÃO GABRIEL DA CACHOEIRA,-67.083643,-0.136463,61,SIM_000125,AM,N
130390805,AMAZONAS,SÃO PAULO DE OLIVENÇA,-68.944853,-3.466510,86,SIM_000126,AM,N
130395705,AMAZONAS,SÃO SEBASTIÃO DO UATUMÃ,-57.870346,-2.570153,16,SIM_000127,AM,N
130400505,AMAZONAS,SILVES,-58.214801,-2.836427,64,SIM_000128,AM,N
130406205,AMAZONAS,TABATINGA,-69.946244,-4.231884,63,SIM_000129,AM,N
130410405,AMAZONAS,TAPAUÁ,-63.187095,-5.624224,50,SIM_000130,AM,N
130420305,AMAZONAS,TEFÉ,-64.708420,-3.348372,46,SIM_000131,AM,N
130423705,AMAZONAS,TONANTINS,-67.776482,-2.861091,66,SIM_000132,AM,N
130426005,AMAZONAS,UARINI,-65.155346,-2.983609,42,SIM_000133,AM,N
130430205,AMAZONAS,URUCARÁ,-57.759828,-2.536612,17,SIM_000134,AM,N
130440105,AMAZONAS,URUCURITUBA,-58.159641,-3.134633,23,SIM_000135,AM,N
140002705,RORAIMA,AMAJARI,-61.420590,3.652118,107,SIM_000136,RR,N
140005005,RORAIMA,ALTO ALEGRE,-61.314022,2.993823,121,SIM_000137,RR,N
140010005,RORAIMA,BOA VISTA,-60.670533,2.816682,79,SIM_000138,RR,N
140015905,RORAIMA,BONFIM,-59.878007,3.350289,86,SIM_000139,RR,N
140017505,RORAIMA,CANTÁ,-60.602063,2.607666,82,SIM_000140,RR,N
140020905,RORAIMA,CARACARAÍ,-61.149177,1.803871,49,SIM_000141,RR,N
140023305,RORAIMA,CAROEBE,-59.694810,0.872675,128,SIM_000142,RR,N
140028205,RORAIMA,IRACEMA,-61.052259,2.168215,80,SIM_000143,RR,N
140030805,RORAIMA,MUCAJAÍ,-60.911519,2.479772,69,SIM_000144,RR,N
140040705,RORAIMA,NORMANDIA,-59.635206,3.882978,102,SIM_000145,RR,N
140045605,RORAIMA,PACARAIMA,-61.147306,4.475259,912,SIM_000146,RR,N
140047205,RORAIMA,RORAINÓPOLIS,-60.425060,0.937195,83,SIM_000147,RR,N
140050605,RORAIMA,SÃO JOÃO DA BALIZA,-59.906044,0.947157,121,SIM_000148,RR,N
140060505,RORAIMA,SÃO LUIZ,-60.028267,1.018112,116,SIM_000149,RR,N
140070405,RORAIMA,UIRAMUTÃ,-60.195716,4.585440,605,SIM_000150,RR,N
150010705,PARÁ,ABAETETUBA,-48.884404,-1.723470,10,SIM_000151,PB,NE
150013105,PARÁ,ABEL FIGUEIREDO,-48.396762,-4.951391,192,SIM_000152,PB,NE
150020605,PARÁ,ACARÁ,-48.200456,-1.963437,7,SIM_000153,PB,NE
150030505,PARÁ,AFUÁ,-50.391428,-0.159172,3,SIM_000154,PB,NE
150034705,PARÁ,ÁGUA AZUL DO NORTE,-50.485275,-6.804949,296,SIM_000155,PB,NE
150040405,PARÁ,ALENQUER,-54.740862,-1.951398,39,SIM_000156,PB,NE
150050305,PARÁ,ALMEIRIM,-52.576835,-1.527339,18,SIM_000157,PB,NE
150060205,PARÁ,ALTAMIRA,-52.214376,-3.205660,104,SIM_000158,PB,NE
150070105,PARÁ,ANAJÁS,-49.945001,-0.984451,5,SIM_000159,PB,NE
150080005,PARÁ,ANANINDEUA,-48.372067,-1.368714,26,SIM_000160,PB,NE
150085905,PARÁ,ANAPU,-51.201622,-3.476105,56,SIM_000161,PB,NE
150090905,PARÁ,AUGUSTO CORRÊA,-46.641646,-1.022921,15,SIM_000162,PB,NE
150095805,PARÁ,AURORA DO PARÁ,-47.556175,-2.129376,41,SIM_000163,PB,NE
150100605,PARÁ,AVEIRO,-55.330734,-3.605595,15,SIM_000164,PB,NE
150110505,PARÁ,BAGRE,-50.221987,-1.889808,1,SIM_000165,PB,NE
150120405,PARÁ,BAIÃO,-49.672753,-2.791962,30,SIM_000166,PB,NE
150125305,PARÁ,BANNACH,-50.406047,-7.351072,401,SIM_000167,PB,NE
150130305,PARÁ,BARCARENA,-48.627073,-1.505767,7,SIM_000168,PB,NE
150140205,PARÁ,BELÉM,-48.487826,-1.459845,8,SIM_000169,PB,NE
150145105,PARÁ,BELTERRA,-54.942675,-2.649020,167,SIM_000170,PB,NE
150150105,PARÁ,BENEVIDES,-48.241836,-1.361438,31,SIM_000171,PB,NE
150157605,PARÁ,BOM JESUS DO TOCANTINS,-48.599040,-5.047363,172,SIM_000172,PB,NE
150160005,PARÁ,BONITO,-47.305892,-1.367474,54,SIM_000173,PB,NE
150170905,PARÁ,BRAGANÇA,-46.765754,-1.053524,16,SIM_000174,PB,NE
150172505,PARÁ,BRASIL NOVO,-52.543441,-3.297804,189,SIM_000175,PB,NE
150175805,PARÁ,BREJO GRANDE DO ARAGUAIA,-48.405760,-5.707296,221,SIM_000176,PB,NE
150178205,PARÁ,BREU BRANCO,-49.569880,-3.778135,95,SIM_000177,PB,NE
150180805,PARÁ,BREVES,-50.480895,-1.690737,9,SIM_000178,PB,NE
150190705,PARÁ,BUJARU,-48.035875,-1.513991,17,SIM_000179,PB,NE
150195605,PARÁ,CACHOEIRA DO PIRIÁ,-46.547391,-1.752897,48,SIM_000180,PB,NE
150200405,PARÁ,CACHOEIRA DO ARARI,-48.960668,-1.008786,9,SIM_000181,PB,NE
150210305,PARÁ,CAMETÁ,-49.497830,-2.246838,11,SIM_000182,PB,NE
150215205,PARÁ,CANAÃ DOS CARAJÁS,-49.848958,-6.532197,295,SIM_000183,PB,NE
150220205,PARÁ,CAPANEMA,-47.175126,-1.192442,27,SIM_000184,PB,NE
150230105,PARÁ,CAPITÃO POÇO,-47.062825,-1.746187,64,SIM_000185,PB,NE
150240005,PARÁ,CASTANHAL,-47.926643,-1.295757,46,SIM_000186,PB,NE
150250905,PARÁ,CHAVES,-49.989319,-0.162437,11,SIM_000187,PB,NE
150260805,PARÁ,COLARES,-48.288728,-0.932091,12,SIM_000188,PB,NE
150270705,PARÁ,CONCEIÇÃO DO ARAGUAIA,-49.264501,-8.264864,180,SIM_000189,PB,NE
150275605,PARÁ,CONCÓRDIA DO PARÁ,-47.949887,-1.984521,49,SIM_000190,PB,NE
150276405,PARÁ,CUMARU DO NORTE,-50.771578,-7.811107,311,SIM_000191,PB,NE
150277205,PARÁ,CURIONÓPOLIS,-49.602214,-6.096820,210,SIM_000192,PB,NE
150280605,PARÁ,CURRALINHO,-49.791523,-1.809423,2,SIM_000193,PB,NE
150285505,PARÁ,CURUÁ,-55.119679,-1.889929,23,SIM_000194,PB,NE
150290505,PARÁ,CURUÇÁ,-47.851265,-0.732496,16,SIM_000195,PB,NE
150293905,PARÁ,DOM ELISEU,-47.555915,-4.290778,261,SIM_000196,PB,NE
150295405,PARÁ,ELDORADO DOS CARAJÁS,-49.373952,-6.103525,138,SIM_000197,PB,NE
150300205,PARÁ,FARO,-56.745753,-2.172975,19,SIM_000198,PB,NE
150304405,PARÁ,FLORESTA DO ARAGUAIA,-49.697578,-7.558701,187,SIM_000199,PB,NE
150307705,PARÁ,GARRAFÃO DO NORTE,-47.045046,-1.931697,45,SIM_000200,PB,NE
150309305,PARÁ,GOIANÉSIA DO PARÁ,-49.101045,-3.842468,82,SIM_000201,PB,NE
150310105,PARÁ,GURUPÁ,-51.643696,-1.404918,16,SIM_000202,PB,NE
150320005,PARÁ,IGARAPÉ-AÇU,-47.622375,-1.124322,42,SIM_000203,PB,NE
150330905,PARÁ,IGARAPÉ-MIRI,-48.962299,-1.983116,9,SIM_000204,PB,NE
150340805,PARÁ,INHANGAPI,-47.913393,-1.426582,3,SIM_000205,PB,NE
150345705,PARÁ,IPIXUNA DO PARÁ,-47.499718,-2.557529,46,SIM_000206,PB,NE
150350705,PARÁ,IRITUIA,-47.440756,-1.771475,17,SIM_000207,PB,NE
150360605,PARÁ,ITAITUBA,-55.990049,-4.263729,25,SIM_000208,PB,NE
150370505,PARÁ,ITUPIRANGA,-49.324426,-5.128837,88,SIM_000209,PB,NE
150375405,PARÁ,JACAREACANGA,-57.766340,-6.223552,91,SIM_000210,PB,NE
150380405,PARÁ,JACUNDÁ,-49.112782,-4.448405,117,SIM_000211,PB,NE
150390305,PARÁ,JURUTI,-56.094998,-2.155253,25,SIM_000212,PB,NE
150400005,PARÁ,LIMOEIRO DO AJURU,-49.381534,-1.891949,7,SIM_000213,PB,NE
150405905,PARÁ,MÃE DO RIO,-47.552290,-2.047707,41,SIM_000214,PB,NE
150410905,PARÁ,MAGALHÃES BARATA,-47.599182,-0.795850,22,SIM_000215,PB,NE
150420805,PARÁ,MARABÁ,-49.142025,-5.352606,83,SIM_000216,PB,NE
150430705,PARÁ,MARACANÃ,-47.455268,-0.762419,21,SIM_000217,PB,NE
150440605,PARÁ,MARAPANIM,-47.702549,-0.712151,10,SIM_000218,PB,NE
150442205,PARÁ,MARITUBA,-48.340536,-1.346417,14,SIM_000219,PB,NE
150445505,PARÁ,MEDICILÂNDIA,-52.888345,-3.445417,128,SIM_000220,PB,NE
150450505,PARÁ,MELGAÇO,-50.717465,-1.803447,8,SIM_000221,PB,NE
150460405,PARÁ,MOCAJUBA,-49.509023,-2.582873,14,SIM_000222,PB,NE
150470305,PARÁ,MOJU,-48.767199,-1.885889,14,SIM_000223,PB,NE
150480205,PARÁ,MONTE ALEGRE,-54.073375,-2.003328,67,SIM_000224,PB,NE
150490105,PARÁ,MUANÁ,-49.216832,-1.530026,6,SIM_000225,PB,NE
150495005,PARÁ,NOVA ESPERANÇA DO PIRIÁ,-46.962093,-2.267626,72,SIM_000226,PB,NE
150497605,PARÁ,NOVA IPIXUNA,-49.079887,-4.923086,112,SIM_000227,PB,NE
150500705,PARÁ,NOVA TIMBOTEUA,-47.393202,-1.204144,47,SIM_000228,PB,NE
150503105,PARÁ,NOVO PROGRESSO,-55.419870,-7.034836,224,SIM_000229,PB,NE
150506405,PARÁ,NOVO REPARTIMENTO,-49.948638,-4.248149,95,SIM_000230,PB,NE
150510605,PARÁ,ÓBIDOS,-55.516324,-1.909235,29,SIM_000231,PB,NE
150520505,PARÁ,OEIRAS DO PARÁ,-49.855106,-2.004734,7,SIM_000232,PB,NE
150530405,PARÁ,ORIXIMINÁ,-55.862800,-1.763753,43,SIM_000233,PB,NE
150540305,PARÁ,OURÉM,-47.117619,-1.548947,15,SIM_000234,PB,NE
150543705,PARÁ,OURILÂNDIA DO NORTE,-51.090833,-6.740617,322,SIM_000235,PB,NE
150548605,PARÁ,PACAJÁ,-50.634841,-3.830306,71,SIM_000236,PB,NE
150549405,PARÁ,PALESTINA DO PARÁ,-48.321794,-5.749934,123,SIM_000237,PB,NE
150550205,PARÁ,PARAGOMINAS,-47.356962,-2.994191,88,SIM_000238,PB,NE
150553605,PARÁ,PARAUAPEBAS,-49.900781,-6.072730,155,SIM_000239,PB,NE
150555105,PARÁ,PAU D'ARCO,-50.048276,-7.836794,191,SIM_000240,PB,NE
150560105,PARÁ,PEIXE-BOI,-47.317927,-1.189569,24,SIM_000241,PB,NE
150563505,PARÁ,PIÇARRA,-48.868401,-6.453676,191,SIM_000242,PB,NE
150565005,PARÁ,PLACAS,-54.216968,-3.867316,107,SIM_000243,PB,NE
150570005,PARÁ,PONTA DE PEDRAS,-48.871786,-1.396600,4,SIM_000244,PB,NE
150580905,PARÁ,PORTEL,-50.822490,-1.936451,10,SIM_000245,PB,NE
150590805,PARÁ,PORTO DE MOZ,-52.242477,-1.746090,12,SIM_000246,PB,NE
150600505,PARÁ,PRAINHA,-53.481814,-1.805694,11,SIM_000247,PB,NE
150610405,PARÁ,PRIMAVERA,-47.117251,-0.940112,19,SIM_000248,PB,NE
150611205,PARÁ,QUATIPURU,-47.006787,-0.900116,13,SIM_000249,PB,NE
150613805,PARÁ,REDENÇÃO,-50.029642,-8.027605,223,SIM_000250,PB,NE
150616105,PARÁ,RIO MARIA,-50.046411,-7.311115,199,SIM_000251,PB,NE
150618705,PARÁ,RONDON DO PARÁ,-48.069974,-4.777822,192,SIM_000252,PB,NE
150619505,PARÁ,RURÓPOLIS,-54.905862,-4.099065,144,SIM_000253,PB,NE
150620305,PARÁ,SALINÓPOLIS,-47.353120,-0.623638,27,SIM_000254,PB,NE
150630205,PARÁ,SALVATERRA,-48.513187,-0.754526,15,SIM_000255,PB,NE
150635105,PARÁ,SANTA BÁRBARA DO PARÁ,-48.297741,-1.229439,12,SIM_000256,PB,NE
150640105,PARÁ,SANTA CRUZ DO ARARI,-49.171616,-0.659974,4,SIM_000257,PB,NE
150650005,PARÁ,SANTA ISABEL DO PARÁ,-48.163060,-1.297396,29,SIM_000258,PB,NE
150655905,PARÁ,SANTA LUZIA DO PARÁ,-46.906169,-1.518828,80,SIM_000259,PB,NE
150658305,PARÁ,SANTA MARIA DAS BARREIRAS,-49.719352,-8.870551,165,SIM_000260,PB,NE
150660905,PARÁ,SANTA MARIA DO PARÁ,-47.574695,-1.347866,54,SIM_000261,PB,NE
150670805,PARÁ,SANTANA DO ARAGUAIA,-50.344804,-9.329425,177,SIM_000262,PB,NE
150680705,PARÁ,SANTARÉM,-54.718570,-2.436213,52,SIM_000263,PB,NE
150690605,PARÁ,SANTARÉM NOVO,-47.400925,-0.928720,16,SIM_000264,PB,NE
150700305,PARÁ,SANTO ANTÔNIO DO TAUÁ,-48.132433,-1.151693,23,SIM_000265,PB,NE
150710205,PARÁ,SÃO CAETANO DE ODIVELAS,-48.025805,-0.746618,14,SIM_000266,PB,NE
150715105,PARÁ,SÃO DOMINGOS DO ARAGUAIA,-48.720373,-5.549841,141,SIM_000267,PB,NE
150720105,PARÁ,SÃO DOMINGOS DO CAPIM,-47.774785,-1.675814,8,SIM_000268,PB,NE
150730005,PARÁ,SÃO FÉLIX DO XINGU,-51.993783,-6.642483,192,SIM_000269,PB,NE
150740905,PARÁ,SÃO FRANCISCO DO PARÁ,-47.790515,-1.170189,34,SIM_000270,PB,NE
150745805,PARÁ,SÃO GERALDO DO ARAGUAIA,-48.555712,-6.398958,127,SIM_000271,PB,NE
150746605,PARÁ,SÃO JOÃO DA PONTA,-47.920724,-0.851002,16,SIM_000272,PB,NE
150747405,PARÁ,SÃO JOÃO DE PIRABAS,-47.172674,-0.766443,18,SIM_000273,PB,NE
150750805,PARÁ,SÃO JOÃO DO ARAGUAIA,-48.788633,-5.359003,100,SIM_000274,PB,NE
150760705,PARÁ,SÃO MIGUEL DO GUAMÁ,-47.482409,-1.617136,12,SIM_000275,PB,NE
150770605,PARÁ,SÃO SEBASTIÃO DA BOA VISTA,-49.532312,-1.718851,6,SIM_000276,PB,NE
150775505,PARÁ,SAPUCAIA,-49.703581,-6.942857,199,SIM_000277,PB,NE
150780505,PARÁ,SENADOR JOSÉ PORFÍRIO,-51.953056,-2.594850,2,SIM_000278,PB,NE
150790405,PARÁ,SOURE,-48.516013,-0.725926,15,SIM_000279,PB,NE
150795305,PARÁ,TAILÂNDIA,-48.951282,-2.937079,52,SIM_000280,PB,NE
150796105,PARÁ,TERRA ALTA,-47.907808,-1.034827,35,SIM_000281,PB,NE
150797905,PARÁ,TERRA SANTA,-56.490905,-2.108114,20,SIM_000282,PB,NE
150800105,PARÁ,TOMÉ-AÇU,-48.146897,-2.419367,15,SIM_000283,PB,NE
150803505,PARÁ,TRACUATEUA,-46.899478,-1.068784,32,SIM_000284,PB,NE
150805005,PARÁ,TRAIRÃO,-55.996170,-4.699819,126,SIM_000285,PB,NE
150808405,PARÁ,TUCUMÃ,-51.139539,-6.749972,298,SIM_000286,PB,NE
150810005,PARÁ,TUCURUÍ,-49.667184,-3.766889,32,SIM_000287,PB,NE
