CD_GEOCODD,NM_UF,NM_LOCALID,LONG,LAT,ALT,WMO,UF,REGIAO
320110005,ESPÍRITO SANTO,BOM JESUS DO NORTE,-41.675811,-21.129342,93,SIM_003109,ES,SE
320115905,ESPÍRITO SANTO,BREJETUBA,-41.289677,-20.157034,750,SIM_003110,ES,SE
320120905,ESPÍRITO SANTO,CACHOEIRO DE ITAPEMIRIM,-41.111919,-20.850112,35,SIM_003111,ES,SE
320130805,ESPÍRITO SANTO,CARIACICA,-40.390559,-20.294678,37,SIM_003112,ES,SE
320140705,ESPÍRITO SANTO,CASTELO,-41.202213,-20.602065,108,SIM_003113,ES,SE
320150605,ESPÍRITO SANTO,COLATINA,-40.630318,-19.536270,44,SIM_003114,ES,SE
320160505,ESPÍRITO SANTO,CONCEIÇÃO DA BARRA,-39.727474,-18.598462,0,SIM_003115,ES,SE
320170405,ESPÍRITO SANTO,CONCEIÇÃO DO CASTELO,-41.245348,-20.365581,641,SIM_003116,ES,SE
320180305,ESPÍRITO SANTO,DIVINO DE SÃO LOURENÇO,-41.679976,-20.620471,827,SIM_003117,ES,SE
320190205,ESPÍRITO SANTO,DOMINGOS MARTINS,-40.659396,-20.364239,519,SIM_003118,ES,SE
320200905,ESPÍRITO SANTO,DORES DO RIO PRETO,-41.849577,-20.692894,767,SIM_003119,ES,SE
320210805,ESPÍRITO SANTO,ECOPORANGA,-40.830081,-18.375252,230,SIM_003120,ES,SE
320220705,ESPÍRITO SANTO,FUNDÃO,-40.403765,-19.933447,41,SIM_003121,ES,SE
320225605,ESPÍRITO SANTO,GOVERNADOR LINDENBERG,-40.457766,-19.252807,191,SIM_003122,ES,SE
320230605,ESPÍRITO SANTO,GUAÇUÍ,-41.679496,-20.775338,596,SIM_003123,ES,SE
320240505,ESPÍRITO SANTO,GUARAPARI,-40.495021,-20.665975,17,SIM_003124,ES,SE
320245405,ESPÍRITO SANTO,IBATIBA,-41.507208,-20.234020,744,SIM_003125,ES,SE
320250405,ESPÍRITO SANTO,IBIRAÇU,-40.371666,-19.831880,38,SIM_003126,ES,SE
320255305,ESPÍRITO SANTO,IBITIRAMA,-41.659412,-20.538731,748,SIM_003127,ES,SE
320260305,ESPÍRITO SANTO,ICONHA,-40.811221,-20.797145,39,SIM_003128,ES,SE
320265205,ESPÍRITO SANTO,IRUPI,-41.647528,-20.348597,749,SIM_003129,ES,SE
320270205,ESPÍRITO SANTO,ITAGUAÇU,-40.856598,-19.802508,136,SIM_003130,ES,SE
320280105,ESPÍRITO SANTO,ITAPEMIRIM,-40.836145,-21.011100,0,SIM_003131,ES,SE
320290005,ESPÍRITO SANTO,ITARANA,-40.879791,-19.872348,207,SIM_003132,ES,SE
320300705,ESPÍRITO SANTO,IÚNA,-41.532889,-20.348600,683,SIM_003133,ES,SE
320305605,ESPÍRITO SANTO,JAGUARÉ,-40.086141,-18.900436,79,SIM_003134,ES,SE
320310605,ESPÍRITO SANTO,JERÔNIMO MONTEIRO,-41.402935,-20.797698,130,SIM_003135,ES,SE
320313005,ESPÍRITO SANTO,JOÃO NEIVA,-40.380880,-19.752959,69,SIM_003136,ES,SE
320316305,ESPÍRITO SANTO,LARANJA DA TERRA,-41.055244,-19.898693,198,SIM_003137,ES,SE
320320505,ESPÍRITO SANTO,LINHARES,-40.065306,-19.398106,29,SIM_003138,ES,SE
320330405,ESPÍRITO SANTO,MANTENÓPOLIS,-41.117737,-18.861179,421,SIM_003139,ES,SE
320332005,ESPÍRITO SANTO,MARATAÍZES,-40.830187,-21.042996,23,SIM_003140,ES,SE
320334605,ESPÍRITO SANTO,MARECHAL FLORIANO,-40.680383,-20.426709,560,SIM_003141,ES,SE
320335305,ESPÍRITO SANTO,MARILÂNDIA,-40.550951,-19.412813,146,SIM_003142,ES,SE
320340305,ESPÍRITO SANTO,MIMOSO DO SUL,-41.364425,-21.065374,73,SIM_003143,ES,SE
320350205,ESPÍRITO SANTO,MONTANHA,-40.363421,-18.126857,191,SIM_003144,ES,SE
320360105,ESPÍRITO SANTO,MUCURICI,-40.517927,-18.097236,216,SIM_003145,ES,SE
320370005,ESPÍRITO SANTO,MUNIZ FREIRE,-41.417514,-20.456546,633,SIM_003146,ES,SE
320380905,ESPÍRITO SANTO,MUQUI,-41.346214,-20.953692,285,SIM_003147,ES,SE
320390805,ESPÍRITO SANTO,NOVA VENÉCIA,-40.401548,-18.712906,71,SIM_003148,ES,SE
320400505,ESPÍRITO SANTO,PANCAS,-40.856003,-19.224420,137,SIM_003149,ES,SE
320405405,ESPÍRITO SANTO,PEDRO CANÁRIO,-39.954937,-18.297192,61,SIM_003150,ES,SE
320410405,ESPÍRITO SANTO,PINHEIROS,-40.217728,-18.413323,124,SIM_003151,ES,SE
320420305,ESPÍRITO SANTO,PIÚMA,-40.727981,-20.837609,4,SIM_003152,ES,SE
320425205,ESPÍRITO SANTO,PONTO BELO,-40.538134,-18.129126,266,SIM_003153,ES,SE
320430205,ESPÍRITO SANTO,PRESIDENTE KENNEDY,-41.051896,-21.100148,56,SIM_003154,ES,SE
320435105,ESPÍRITO SANTO,RIO BANANAL,-40.322478,-19.277086,99,SIM_003155,ES,SE
320440105,ESPÍRITO SANTO,RIO NOVO DO SUL,-40.936228,-20.864586,44,SIM_003156,ES,SE
320450005,ESPÍRITO SANTO,SANTA LEOPOLDINA,-40.533210,-20.098891,63,SIM_003157,ES,SE
320455905,ESPÍRITO SANTO,SANTA MARIA DE JETIBÁ,-40.741618,-20.028814,705,SIM_003158,ES,SE
320460905,ESPÍRITO SANTO,SANTA TERESA,-40.598998,-19.937714,705,SIM_003159,ES,SE
320465805,ESPÍRITO SANTO,SÃO DOMINGOS DO NORTE,-40.621878,-19.148169,139,SIM_003160,ES,SE
320470805,ESPÍRITO SANTO,SÃO GABRIEL DA PALHA,-40.529600,-19.021965,150,SIM_003161,ES,SE
320480705,ESPÍRITO SANTO,SÃO JOSÉ DO CALÇADO,-41.656088,-21.026130,308,SIM_003162,ES,SE
320490605,ESPÍRITO SANTO,SÃO MATEUS,-39.858201,-18.718447,33,SIM_003163,ES,SE
320495505,ESPÍRITO SANTO,SÃO ROQUE DO CANAÃ,-40.643139,-19.725307,137,SIM_003164,ES,SE
320500205,ESPÍRITO SANTO,SERRA,-40.275217,-20.156770,49,SIM_003165,ES,SE
320501005,ESPÍRITO SANTO,SOORETAMA,-40.096491,-19.191950,60,SIM_003166,ES,SE
320503605,ESPÍRITO SANTO,VARGEM ALTA,-41.007148,-20.671678,604,SIM_003167,ES,SE
320506905,ESPÍRITO SANTO,VENDA NOVA DO IMIGRANTE,-41.129053,-20.331518,731,SIM_003168,ES,SE
320510105,ESPÍRITO SANTO,VIANA,-40.495624,-20.390863,28,SIM_003169,ES,SE
320515005,ESPÍRITO SANTO,VILA PAVÃO,-40.602411,-18.620803,181,SIM_003170,ES,SE
320517605,ESPÍRITO SANTO,VILA VALÉRIO,-40.390590,-18.993617,120,SIM_003171,ES,SE
320520005,ESPÍRITO SANTO,VILA VELHA,-40.293957,-20.338374,3,SIM_003172,ES,SE
320530905,ESPÍRITO SANTO,VITÓRIA,-40.322209,-20.320154,0,SIM_003173,ES,SE
330010005,RIO DE JANEIRO,ANGRA DOS REIS,-44.319627,-23.009116,7,SIM_003174,RJ,SE
330015905,RIO DE JANEIRO,APERIBÉ,-42.104917,-21.619422,65,SIM_003175,RJ,SE
330020905,RIO DE JANEIRO,ARARUAMA,-42.341096,-22.877438,12,SIM_003176,RJ,SE
330022505,RIO DE JANEIRO,AREAL,-43.101070,-22.236912,450,SIM_003177,RJ,SE
330023305,RIO DE JANEIRO,ARMAÇÃO DOS BÚZIOS,-41.887749,-22.757764,10,SIM_003178,RJ,SE
330025805,RIO DE JANEIRO,ARRAIAL DO CABO,-42.028336,-22.967638,8,SIM_003179,RJ,SE
330030805,RIO DE JANEIRO,BARRA DO PIRAÍ,-43.828452,-22.469596,361,SIM_003180,RJ,SE
330040705,RIO DE JANEIRO,BARRA MANSA,-44.172431,-22.545301,391,SIM_003181,RJ,SE
330045605,RIO DE JANEIRO,BELFORD ROXO,-43.399625,-22.764556,17,SIM_003182,RJ,SE
330050605,RIO DE JANEIRO,BOM JARDIM,-42.417211,-22.153305,590,SIM_003183,RJ,SE
330060505,RIO DE JANEIRO,BOM JESUS DO ITABAPOANA,-41.677680,-21.134497,90,SIM_003184,RJ,SE
330070405,RIO DE JANEIRO,CABO FRIO,-42.020075,-22.880765,10,SIM_003185,RJ,SE
330080305,RIO DE JANEIRO,CACHOEIRAS DE MACACU,-42.663164,-22.467571,156,SIM_003186,RJ,SE
330090205,RIO DE JANEIRO,CAMBUCI,-41.908636,-21.577277,43,SIM_003187,RJ,SE
330093605,RIO DE JANEIRO,CARAPEBUS,-41.664011,-22.182595,15,SIM_003188,RJ,SE
330095105,RIO DE JANEIRO,COMENDADOR LEVY GASPARIAN,-43.217224,-22.033359,310,SIM_003189,RJ,SE
330100905,RIO DE JANEIRO,CAMPOS DOS GOYTACAZES,-41.330476,-21.751899,12,SIM_003190,RJ,SE
330110805,RIO DE JANEIRO,CANTAGALO,-42.365978,-21.981840,401,SIM_003191,RJ,SE
330115705,RIO DE JANEIRO,CARDOSO MOREIRA,-41.613296,-21.496157,21,SIM_003192,RJ,SE
330120705,RIO DE JANEIRO,CARMO,-42.609718,-21.929312,347,SIM_003193,RJ,SE
330130605,RIO DE JANEIRO,CASIMIRO DE ABREU,-42.204211,-22.479537,22,SIM_003194,RJ,SE
330140505,RIO DE JANEIRO,CONCEIÇÃO DE MACABU,-41.867759,-22.087872,62,SIM_003195,RJ,SE
330150405,RIO DE JANEIRO,CORDEIRO,-42.363031,-22.027777,495,SIM_003196,RJ,SE
330160305,RIO DE JANEIRO,DUAS BARRAS,-42.515098,-22.058906,564,SIM_003197,RJ,SE
330170205,RIO DE JANEIRO,DUQUE DE CAXIAS,-43.309888,-22.785253,11,SIM_003198,RJ,SE
330180105,RIO DE JANEIRO,ENGENHEIRO PAULO DE FRONTIN,-43.679477,-22.543685,531,SIM_003199,RJ,SE
330185005,RIO DE JANEIRO,GUAPIMIRIM,-42.978330,-22.519596,37,SIM_003200,RJ,SE
330187605,RIO DE JANEIRO,IGUABA GRANDE,-42.222125,-22.839057,7,SIM_003201,RJ,SE
330190005,RIO DE JANEIRO,ITABORAÍ,-42.860343,-22.745863,41,SIM_003202,RJ,SE
330200705,RIO DE JANEIRO,ITAGUAÍ,-43.775041,-22.871251,7,SIM_003203,RJ,SE
330205605,RIO DE JANEIRO,ITALVA,-41.690965,-21.425103,35,SIM_003204,RJ,SE
330210605,RIO DE JANEIRO,ITAOCARA,-42.077730,-21.670503,66,SIM_003205,RJ,SE
330220505,RIO DE JANEIRO,ITAPERUNA,-41.886203,-21.210591,115,SIM_003206,RJ,SE
330225405,RIO DE JANEIRO,ITATIAIA,-44.562772,-22.497015,411,SIM_003207,RJ,SE
330227005,RIO DE JANEIRO,JAPERI,-43.653786,-22.644819,32,SIM_003208,RJ,SE
330230405,RIO DE JANEIRO,LAJE DO MURIAÉ,-42.131174,-21.205721,214,SIM_003209,RJ,SE
330240305,RIO DE JANEIRO,MACAÉ,-41.775064,-22.368705,7,SIM_003210,RJ,SE
330245205,RIO DE JANEIRO,MACUCO,-42.257074,-21.990230,271,SIM_003211,RJ,SE
330250205,RIO DE JANEIRO,MAGÉ,-43.040246,-22.654349,7,SIM_003212,RJ,SE
330260105,RIO DE JANEIRO,MANGARATIBA,-44.041127,-22.961712,6,SIM_003213,RJ,SE
330270005,RIO DE JANEIRO,MARICÁ,-42.819824,-22.916955,7,SIM_003214,RJ,SE
330280905,RIO DE JANEIRO,MENDES,-43.721487,-22.517423,456,SIM_003215,RJ,SE
330285805,RIO DE JANEIRO,MESQUITA,-43.429224,-22.768088,20,SIM_003216,RJ,SE
330290805,RIO DE JANEIRO,MIGUEL PEREIRA,-43.474676,-22.455427,644,SIM_003217,RJ,SE
330300505,RIO DE JANEIRO,MIRACEMA,-42.198411,-21.411163,149,SIM_003218,RJ,SE
330310405,RIO DE JANEIRO,NATIVIDADE,-41.976440,-21.043757,183,SIM_003219,RJ,SE
330320305,RIO DE JANEIRO,NILÓPOLIS,-43.416610,-22.807514,19,SIM_003220,RJ,SE
330330205,RIO DE JANEIRO,NITERÓI,-43.075823,-22.896452,117,SIM_003221,RJ,SE
330340105,RIO DE JANEIRO,NOVA FRIBURGO,-42.532771,-22.286461,856,SIM_003222,RJ,SE
330350005,RIO DE JANEIRO,NOVA IGUAÇU,-43.450345,-22.759835,33,SIM_003223,RJ,SE
330360905,RIO DE JANEIRO,PARACAMBI,-43.709385,-22.609727,55,SIM_003224,RJ,SE
330370805,RIO DE JANEIRO,PARAÍBA DO SUL,-43.289544,-22.161982,289,SIM_003225,RJ,SE
330380705,RIO DE JANEIRO,PARATY,-44.710859,-23.219414,2,SIM_003226,RJ,SE
330385605,RIO DE JANEIRO,PATY DO ALFERES,-43.424871,-22.427415,593,SIM_003227,RJ,SE
330390605,RIO DE JANEIRO,PETRÓPOLIS,-43.177337,-22.510599,829,SIM_003228,RJ,SE
330395505,RIO DE JANEIRO,PINHEIRAL,-44.000355,-22.515674,373,SIM_003229,RJ,SE
330400305,RIO DE JANEIRO,PIRAÍ,-43.899351,-22.628757,384,SIM_003230,RJ,SE
330410205,RIO DE JANEIRO,PORCIÚNCULA,-42.040156,-20.962608,195,SIM_003231,RJ,SE
330411005,RIO DE JANEIRO,PORTO REAL,-44.296901,-22.432948,387,SIM_003232,RJ,SE
330412805,RIO DE JANEIRO,QUATIS,-44.262711,-22.409919,406,SIM_003233,RJ,SE
330414405,RIO DE JANEIRO,QUEIMADOS,-43.555670,-22.717430,33,SIM_003234,RJ,SE
330415105,RIO DE JANEIRO,QUISSAMÃ,-41.472509,-22.106640,9,SIM_003235,RJ,SE
330420105,RIO DE JANEIRO,RESENDE,-44.443613,-22.471184,400,SIM_003236,RJ,SE
330430005,RIO DE JANEIRO,RIO BONITO,-42.625998,-22.711272,70,SIM_003237,RJ,SE
330440905,RIO DE JANEIRO,RIO CLARO,-44.139406,-22.731727,458,SIM_003238,RJ,SE
330450805,RIO DE JANEIRO,RIO DAS FLORES,-43.576433,-22.171862,549,SIM_003239,RJ,SE
330452405,RIO DE JANEIRO,RIO DAS OSTRAS,-41.936967,-22.523941,8,SIM_003240,RJ,SE
330455705,RIO DE JANEIRO,RIO DE JANEIRO,-43.227875,-22.876652,11,SIM_003241,RJ,SE
330460705,RIO DE JANEIRO,SANTA MARIA MADALENA,-42.014445,-21.966094,859,SIM_003242,RJ,SE
330470605,RIO DE JANEIRO,SANTO ANTÔNIO DE PÁDUA,-42.177912,-21.535977,133,SIM_003243,RJ,SE
330475505,RIO DE JANEIRO,SÃO FRANCISCO DE ITABAPOANA,-41.117720,-21.480138,17,SIM_003244,RJ,SE
330480505,RIO DE JANEIRO,SÃO FIDÉLIS,-41.755592,-21.643627,31,SIM_003245,RJ,SE
330490405,RIO DE JANEIRO,SÃO GONÇALO,-43.032335,-22.829547,26,SIM_003246,RJ,SE
330500005,RIO DE JANEIRO,SÃO JOÃO DA BARRA,-41.050348,-21.640458,8,SIM_003247,RJ,SE
330510905,RIO DE JANEIRO,SÃO JOÃO DE MERITI,-43.371885,-22.802331,15,SIM_003248,RJ,SE
330513305,RIO DE JANEIRO,SÃO JOSÉ DE UBÁ,-41.941232,-21.360221,157,SIM_003249,RJ,SE
330515805,RIO DE JANEIRO,SÃO JOSÉ DO VALE DO RIO PRETO,-42.923368,-22.149740,610,SIM_003250,RJ,SE
330520805,RIO DE JANEIRO,SÃO PEDRO DA ALDEIA,-42.103529,-22.837203,10,SIM_003251,RJ,SE
330530705,RIO DE JANEIRO,SÃO SEBASTIÃO DO ALTO,-42.130220,-21.954463,614,SIM_003252,RJ,SE
330540605,RIO DE JANEIRO,SAPUCAIA,-42.914175,-21.993956,214,SIM_003253,RJ,SE
330550505,RIO DE JANEIRO,SAQUAREMA,-42.496694,-22.931127,5,SIM_003254,RJ,SE
330555405,RIO DE JANEIRO,SEROPÉDICA,-43.701925,-22.743011,41,SIM_003255,RJ,SE
330560405,RIO DE JANEIRO,SILVA JARDIM,-42.389826,-22.654330,14,SIM_003256,RJ,SE
330570305,RIO DE JANEIRO,SUMIDOURO,-42.678626,-22.050669,358,SIM_003257,RJ,SE
330575205,RIO DE JANEIRO,TANGUÁ,-42.721172,-22.733937,29,SIM_003258,RJ,SE
330580205,RIO DE JANEIRO,TERESÓPOLIS,-42.962957,-22.409005,931,SIM_003259,RJ,SE
330590105,RIO DE JANEIRO,TRAJANO DE MORAES,-42.054815,-22.061380,665,SIM_003260,RJ,SE
330600805,RIO DE JANEIRO,TRÊS RIOS,-43.211609,-22.117448,274,SIM_003261,RJ,SE
330610705,RIO DE JANEIRO,VALENÇA,-43.704844,-22.244719,550,SIM_003262,RJ,SE
330615605,RIO DE JANEIRO,VARRE-SAI,-41.863295,-20.929298,808,SIM_003263,RJ,SE
330620605,RIO DE JANEIRO,VASSOURAS,-43.663874,-22.409008,436,SIM_003264,RJ,SE
330630505,RIO DE JANEIRO,VOLTA REDONDA,-44.093522,-22.509968,377,SIM_003265,RJ,SE
350010505,SÃO PAULO,ADAMANTINA,-51.073365,-21.688311,451,SIM_003266,SE,NE
350020405,SÃO PAULO,ADOLFO,-49.649721,-21.232730,425,SIM_003267,SE,NE
350030305,SÃO PAULO,AGUAÍ,-46.979693,-22.059684,662,SIM_003268,SE,NE
350040205,SÃO PAULO,ÁGUAS DA PRATA,-46.716767,-21.934829,832,SIM_003269,SE,NE
350050105,SÃO PAULO,ÁGUAS DE LINDÓIA,-46.631779,-22.473822,893,SIM_003270,SE,NE
350055005,SÃO PAULO,ÁGUAS DE SANTA BÁRBARA,-49.238608,-22.869149,606,SIM_003271,SE,NE
350060005,SÃO PAULO,ÁGUAS DE SÃO PEDRO,-47.883975,-22.597340,515,SIM_003272,SE,NE
350070905,SÃO PAULO,AGUDOS,-48.990156,-22.474037,601,SIM_003273,SE,NE
350075805,SÃO PAULO,ALAMBARI,-47.893588,-23.553899,609,SIM_003274,SE,NE
350080805,SÃO PAULO,ALFREDO MARCONDES,-51.412938,-21.952741,414,SIM_003275,SE,NE
350090705,SÃO PAULO,ALTAIR,-49.060111,-20.523305,555,SIM_003276,SE,NE
350100405,SÃO PAULO,ALTINÓPOLIS,-47.373280,-21.024583,904,SIM_003277,SE,NE
350110305,SÃO PAULO,ALTO ALEGRE,-50.163597,-21.581689,502,SIM_003278,SE,NE
350115205,SÃO PAULO,ALUMÍNIO,-47.259057,-23.533373,782,SIM_003279,SE,NE
350120205,SÃO PAULO,ÁLVARES FLORENCE,-49.911185,-20.319876,459,SIM_003280,SE,NE
350130105,SÃO PAULO,ÁLVARES MACHADO,-51.468797,-22.077779,477,SIM_003281,SE,NE
350140005,SÃO PAULO,ÁLVARO DE CARVALHO,-49.720609,-22.076375,614,SIM_003282,SE,NE
350150905,SÃO PAULO,ALVINLÂNDIA,-49.763033,-22.445010,666,SIM_003283,SE,NE
350160805,SÃO PAULO,AMERICANA,-47.330363,-22.740883,550,SIM_003284,SE,NE
350170705,SÃO PAULO,AMÉRICO BRASILIENSE,-48.106605,-21.730037,730,SIM_003285,SE,NE
350180605,SÃO PAULO,AMÉRICO DE CAMPOS,-49.727027,-20.296402,449,SIM_003286,SE,NE
350190505,SÃO PAULO,AMPARO,-46.765086,-22.699389,673,SIM_003287,SE,NE
350200205,SÃO PAULO,ANALÂNDIA,-47.660766,-22.128785,659,SIM_003288,SE,NE
350210105,SÃO PAULO,ANDRADINA,-51.378848,-20.901464,392,SIM_003289,SE,NE
350220005,SÃO PAULO,ANGATUBA,-48.406760,-23.483987,628,SIM_003290,SE,NE
350230905,SÃO PAULO,ANHEMBI,-48.126927,-22.786321,460,SIM_003291,SE,NE
350240805,SÃO PAULO,ANHUMAS,-51.386074,-22.293237,469,SIM_003292,SE,NE
350250705,SÃO PAULO,APARECIDA,-45.229429,-22.848154,582,SIM_003293,SE,NE
350260605,SÃO PAULO,APARECIDA D'OESTE,-50.885616,-20.450845,423,SIM_003294,SE,NE
350270505,SÃO PAULO,APIAÍ,-48.848660,-24.513316,925,SIM_003295,SE,NE
350275405,SÃO PAULO,ARAÇARIGUAMA,-47.071548,-23.430041,710,SIM_003296,SE,NE
350280405,SÃO PAULO,ARAÇATUBA,-50.439226,-21.205476,403,SIM_003297,SE,NE
350290305,SÃO PAULO,ARAÇOIABA DA SERRA,-47.587243,-23.507320,625,SIM_003298,SE,NE
350300005,SÃO PAULO,ARAMINA,-47.786013,-20.089944,625,SIM_003299,SE,NE
350310905,SÃO PAULO,ARANDU,-49.050976,-23.133407,633,SIM_003300,SE,NE
350315805,SÃO PAULO,ARAPEÍ,-44.448107,-22.674799,518,SIM_003301,SE,NE
350320805,SÃO PAULO,ARARAQUARA,-48.174440,-21.790360,673,SIM_003302,SE,NE
350330705,SÃO PAULO,ARARAS,-47.385830,-22.357087,635,SIM_003303,SE,NE
350335605,SÃO PAULO,ARCO-ÍRIS,-50.464911,-21.773914,440,SIM_003304,SE,NE
350340605,SÃO PAULO,AREALVA,-48.920415,-22.024767,447,SIM_003305,SE,NE
350350505,SÃO PAULO,AREIAS,-44.699432,-22.582194,534,SIM_003306,SE,NE
350360405,SÃO PAULO,AREIÓPOLIS,-48.665595,-22.673940,649,SIM_003307,SE,NE
350370305,SÃO PAULO,ARIRANHA,-48.788337,-21.186127,590,SIM_003308,SE,NE
350380205,SÃO PAULO,ARTUR NOGUEIRA,-47.164301,-22.571343,650,SIM_003309,SE,NE
350390105,SÃO PAULO,ARUJÁ,-46.320490,-23.395827,788,SIM_003310,SE,NE
350395005,SÃO PAULO,ASPÁSIA,-50.726963,-20.158190,403,SIM_003311,SE,NE
350400805,SÃO PAULO,ASSIS,-50.417510,-22.662835,562,SIM_003312,SE,NE
350410705,SÃO PAULO,ATIBAIA,-46.555063,-23.116308,807,SIM_003313,SE,NE
350420605,SÃO PAULO,AURIFLAMA,-50.553959,-20.687335,480,SIM_003314,SE,NE
350430505,SÃO PAULO,AVAÍ,-49.336815,-22.156772,489,SIM_003315,SE,NE
350440405,SÃO PAULO,AVANHANDAVA,-49.942697,-21.460871,429,SIM_003316,SE,NE
350450305,SÃO PAULO,AVARÉ,-48.923263,-23.103193,769,SIM_003317,SE,NE
350460205,SÃO PAULO,BADY BASSITT,-49.448574,-20.918564,529,SIM_003318,SE,NE
350470105,SÃO PAULO,BALBINOS,-49.356473,-21.901524,469,SIM_003319,SE,NE
350480005,SÃO PAULO,BÁLSAMO,-49.579328,-20.738264,545,SIM_003320,SE,NE
350490905,SÃO PAULO,BANANAL,-44.323330,-22.682616,449,SIM_003321,SE,NE
350500505,SÃO PAULO,BARÃO DE ANTONINA,-49.566064,-23.627111,570,SIM_003322,SE,NE
350510405,SÃO PAULO,BARBOSA,-49.953989,-21.259026,395,SIM_003323,SE,NE
350520305,SÃO PAULO,BARIRI,-48.741525,-22.071978,435,SIM_003324,SE,NE
350530205,SÃO PAULO,BARRA BONITA,-48.563229,-22.491145,472,SIM_003325,SE,NE
350535105,SÃO PAULO,BARRA DO CHAPÉU,-49.027139,-24.471426,773,SIM_003326,SE,NE
350540105,SÃO PAULO,BARRA DO TURVO,-48.502343,-24.759387,153,SIM_003327,SE,NE
350550005,SÃO PAULO,BARRETOS,-48.567378,-20.558456,537,SIM_003328,SE,NE
350560905,SÃO PAULO,BARRINHA,-48.162814,-21.191744,512,SIM_003329,SE,NE
350570805,SÃO PAULO,BARUERI,-46.874653,-23.508902,741,SIM_003330,SE,NE
350580705,SÃO PAULO,BASTOS,-50.734871,-21.921037,453,SIM_003331,SE,NE
350590605,SÃO PAULO,BATATAIS,-47.586107,-20.891929,865,SIM_003332,SE,NE
350600305,SÃO PAULO,BAURU,-49.083001,-22.325122,510,SIM_003333,SE,NE
350610205,SÃO PAULO,BEBEDOURO,-48.477362,-20.949816,564,SIM_003334,SE,NE
350620105,SÃO PAULO,BENTO DE ABREU,-50.811852,-21.269108,432,SIM_003335,SE,NE
350630005,SÃO PAULO,BERNARDINO DE CAMPOS,-49.474043,-23.013553,698,SIM_003336,SE,NE
350635905,SÃO PAULO,BERTIOGA,-46.136538,-23.854015,7,SIM_003337,SE,NE
350640905,SÃO PAULO,BILAC,-50.481110,-21.402571,439,SIM_003338,SE,NE
350650805,SÃO PAULO,BIRIGUI,-50.339329,-21.292392,414,SIM_003339,SE,NE
350660705,SÃO PAULO,BIRITIBA-MIRIM,-46.041212,-23.571033,778,SIM_003340,SE,NE
350670605,SÃO PAULO,BOA ESPERANÇA DO SUL,-48.390597,-21.992484,477,SIM_003341,SE,NE
350680505,SÃO PAULO,BOCAINA,-48.520494,-22.133923,571,SIM_003342,SE,NE
350690405,SÃO PAULO,BOFETE,-48.260033,-23.102520,568,SIM_003343,SE,NE
350700105,SÃO PAULO,BOITUVA,-47.671473,-23.281944,643,SIM_003344,SE,NE
350710005,SÃO PAULO,BOM JESUS DOS PERDÕES,-46.466493,-23.130837,758,SIM_003345,SE,NE
350715905,SÃO PAULO,BOM SUCESSO DE ITARARÉ,-49.143762,-24.318263,965,SIM_003346,SE,NE
350720905,SÃO PAULO,BORÁ,-50.544881,-22.270117,464,SIM_003347,SE,NE
350730805,SÃO PAULO,BORACÉIA,-48.779218,-22.193206,484,SIM_003348,SE,NE
350740705,SÃO PAULO,BORBOREMA,-49.072640,-21.621538,414,SIM_003349,SE,NE
350745605,SÃO PAULO,BOREBI,-48.971596,-22.567833,602,SIM_003350,SE,NE
350750605,SÃO PAULO,BOTUCATU,-48.441289,-22.888382,818,SIM_003351,SE,NE
350760505,SÃO PAULO,BRAGANÇA PAULISTA,-46.542333,-22.956896,865,SIM_003352,SE,NE
350770405,SÃO PAULO,BRAÚNA,-50.318166,-21.501021,464,SIM_003353,SE,NE
350775305,SÃO PAULO,BREJO ALEGRE,-50.187259,-21.166128,398,SIM_003354,SE,NE
350780305,SÃO PAULO,BRODOWSKI,-47.656398,-20.990140,863,SIM_003355,SE,NE
350790205,SÃO PAULO,BROTAS,-48.126833,-22.286517,643,SIM_003356,SE,NE
350800905,SÃO PAULO,BURI,-48.597415,-23.799381,602,SIM_003357,SE,NE
350810805,SÃO PAULO,BURITAMA,-50.149281,-21.067040,399,SIM_003358,SE,NE
350820705,SÃO PAULO,BURITIZAL,-47.708860,-20.193148,861,SIM_003359,SE,NE
350830605,SÃO PAULO,CABRÁLIA PAULISTA,-49.332447,-22.455087,533,SIM_003360,SE,NE
350840505,SÃO PAULO,CABREÚVA,-47.133658,-23.312674,656,SIM_003361,SE,NE
350850405,SÃO PAULO,CAÇAPAVA,-45.707730,-23.100664,562,SIM_003362,SE,NE
350860305,SÃO PAULO,CACHOEIRA PAULISTA,-45.010630,-22.664754,524,SIM_003363,SE,NE
350870205,SÃO PAULO,CACONDE,-46.646835,-21.528738,804,SIM_003364,SE,NE
350880105,SÃO PAULO,CAFELÂNDIA,-49.600354,-21.809705,441,SIM_003365,SE,NE
350890005,SÃO PAULO,CAIABU,-51.235953,-22.012325,406,SIM_003366,SE,NE
350900705,SÃO PAULO,CAIEIRAS,-46.744101,-23.362116,763,SIM_003367,SE,NE
350910605,SÃO PAULO,CAIUÁ,-51.986893,-21.829910,317,SIM_003368,SE,NE
350920505,SÃO PAULO,CAJAMAR,-46.882920,-23.360971,867,SIM_003369,SE,NE
350925405,SÃO PAULO,CAJATI,-48.105000,-24.726361,34,SIM_003370,SE,NE
350930405,SÃO PAULO,CAJOBI,-48.810122,-20.879093,544,SIM_003371,SE,NE
350940305,SÃO PAULO,CAJURU,-47.304266,-21.274718,784,SIM_003372,SE,NE
